##############################################################################
# Ransomware Tracker CSV Feed                                                #
# Generated on 2016-06-30 15:22:58 UTC                                       #
#                                                                            #
# For questions please refer to:                                             #
# https://ransomwaretracker.abuse.ch/feeds/                                  #
##############################################################################
#
# Firstseen (UTC),Threat,Malware,Host,URL,Status,Registrar,IP address(es),ASN(s),Country
"2016-03-09 07:51:51","C2","TeslaCrypt","www.informaticauno.net","http://www.informaticauno.net/gamma/tmp/wstr.php","offline","NETEARTH ONE INC. D/B/A NETEARTH","50.87.28.241","46606","US"
"2016-03-08 15:38:25","C2","Locky","89.108.85.163","http://89.108.85.163/main.php","offline","","89.108.85.163","43146","RU"
"2016-03-08 15:34:43","C2","Locky","149.154.157.14","http://149.154.157.14/main.php","offline","","149.154.157.14","20836","IT"
"2016-03-08 13:55:56","Distribution Site","Locky","51457642.de.strato-hosting.eu","http://51457642.de.strato-hosting.eu/980k7j6h5","offline","STRATO AG","81.169.145.153","6724","DE"
"2016-03-08 13:55:40","Distribution Site","Locky","het-havenhuis.nl","http://het-havenhuis.nl/099oj6hg","offline","Hosting2GO B.V.","83.137.194.70","34233","NL"
"2016-03-08 13:55:34","Distribution Site","Locky","kokoko.himegimi.jp","http://kokoko.himegimi.jp/54g4","offline","","112.140.42.29","23637","JP"
"2016-03-08 13:55:28","Distribution Site","Locky","lahmar.choukri.perso.neuf.fr","http://lahmar.choukri.perso.neuf.fr/78hg4wg","offline","Société Française du Radiotéléphone - SFR","86.65.123.70","15557","FR"
"2016-03-08 13:55:19","Distribution Site","Locky","ministerepuissancejesus.com","http://ministerepuissancejesus.com/o097jhg4g5","offline","DYNADOT, LLC","66.147.246.175","46606|46606","US"
"2016-03-08 13:55:12","Distribution Site","Locky","ozono.org.es","http://ozono.org.es/k7j6h5gf","offline","","212.227.247.216","8560|8560","DE"
"2016-03-08 13:55:03","Distribution Site","Locky","www.vtipnetriko.cz","http://www.vtipnetriko.cz/9oi86j5hg4","offline","REG-MEDIA4WEB","95.80.214.221","29208","CZ"
"2016-03-08 11:58:18","Payment Site","TorrentLocker","rzss2zfue73dfvmj.onlinerpgame.ch","http://rzss2zfue73dfvmj.onlinerpgame.ch/","offline","","","59939|58269|58269|59504|12695",""
"2016-03-08 08:05:03","Distribution Site","TeslaCrypt","greetingsjamajcaff.com","http://greetingsjamajcaff.com/69.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","36352|40824",""
"2016-03-08 08:04:46","Distribution Site","TeslaCrypt","greetingsjamajcaff.com","http://greetingsjamajcaff.com/80.exe ","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","36352|40824",""
"2016-03-08 08:04:12","Payment Site","TeslaCrypt","t54ndnku456ngkwsudqer.wallymac.com","http://t54ndnku456ngkwsudqer.wallymac.com/","offline","KEY-SYSTEMS GMBH","","10029|55824|28165|7381|3303|7922",""
"2016-03-08 08:03:45","Payment Site","TeslaCrypt","hrfgd74nfksjdcnnklnwefvdsf.materdunst.com","http://hrfgd74nfksjdcnnklnwefvdsf.materdunst.com/","offline","KEY-SYSTEMS GMBH","","10029|55824|28165|7381|3303|7922",""
"2016-03-08 08:02:05","Distribution Site","TeslaCrypt","greetingsjamajcaff.com","http://greetingsjamajcaff.com/99.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","36352|40824",""
"2016-03-08 08:01:54","Distribution Site","TeslaCrypt","hellomisterbiznesqq.com","http://hellomisterbiznesqq.com/99.exe","offline","KEY-SYSTEMS GMBH","","3633|15169|35916|57844|4538|16276|16276|42910",""
"2016-03-08 07:52:07","C2","TorrentLocker","ghdeg.com","https://ghdeg.com/","offline","REGISTRAR OF DOMAIN NAMES REG.RU LLC","","48716",""
"2016-03-08 07:39:07","C2","TorrentLocker","gfjhfg.com","https://gfjhfg.com/","offline","REGISTRAR OF DOMAIN NAMES REG.RU LLC","","16125",""
"2016-03-08 07:37:56","C2","TorrentLocker","geriky.org","https://geriky.org/","offline","Registrar of Domain Names REG.RU LLC","","16125",""
"2016-03-08 07:23:32","C2","TeslaCrypt","drcordoba.com","http://drcordoba.com/components/bstr.php","offline","GODADDY.COM, LLC","50.62.125.1","26496","US"
"2016-03-08 07:19:50","C2","Locky","192.121.16.196","http://192.121.16.196/main.php","offline","","192.121.16.196","43350","NL"
"2016-03-08 06:58:12","C2","TeslaCrypt","iheartshop.net","http://iheartshop.net/ads/image/bstr.php","offline","CV. RUMAHWEB INDONESIA","128.199.187.47","133165","SG"
"2016-03-08 02:39:35","C2","Locky","glhxgchhfemcjgr.pw","http://glhxgchhfemcjgr.pw/main.php","offline","101Domain, Inc.","195.22.28.197","8426","PT"
"2016-03-07 21:15:17","C2","TeslaCrypt","csucanuevo.csuca.org","http://csucanuevo.csuca.org/attachments/wp-content/bstr.php","offline","Gandi SAS","186.151.199.5","14754","GT"
"2016-03-07 15:38:44","C2","Locky","185.92.220.35","http://185.92.220.35/main.php","offline","","185.92.220.35","20473","NL"
"2016-03-07 15:24:32","Payment Site","TorrentLocker","vrvis6ndra5jeggj.livewargaming.ch","http://vrvis6ndra5jeggj.livewargaming.ch/","offline","1API GmbH","","48096|35000|14576|3281",""
"2016-03-07 15:14:46","Payment Site","TorrentLocker","vrvis6ndra5jeggj.livegaming.ch","http://vrvis6ndra5jeggj.livegaming.ch/","offline","1API GmbH","","48096|35000|14576|3281",""
"2016-03-07 14:47:58","C2","TorrentLocker","fhgetyh.com","https://fhgetyh.com/","offline","REGISTRAR OF DOMAIN NAMES REG.RU LLC","","48716",""
"2016-03-07 14:47:01","C2","TeslaCrypt","newculturemediablog.com","http://newculturemediablog.com/wp-includes/fonts/wstr.php","offline","GODADDY.COM, LLC","50.63.50.75","26496","US"
"2016-03-07 13:56:54","Distribution Site","Locky","www.souqaqonline.com","http://www.souqaqonline.com/system/logs/87tg7v645c.exe","offline","FASTDOMAIN, INC.","50.87.248.65","46606","US"
"2016-03-07 13:56:51","Distribution Site","Locky","www.promumedical.com","http://www.promumedical.com/system/logs/87tg7v645c.exe","offline","DREAMHOST, LLC","69.163.217.25","26347|26347","US"
"2016-03-07 13:56:48","Distribution Site","Locky","texfibre.eu","http://texfibre.eu/system/logs/87tg7v645c.exe","offline","OnlineNIC Inc","50.87.33.215","46606","US"
"2016-03-07 13:56:45","Distribution Site","Locky","surprise.co.in","http://surprise.co.in/system/logs/87tg7v645c.exe","offline","GoDaddy.com, LLC (R101-AFIN)","74.54.133.186","36351","US"
"2016-03-07 13:56:41","Distribution Site","Locky","sub4.gustoitalia.ru","http://sub4.gustoitalia.ru/system/logs/87tg7v645c.exe","offline","RU-CENTER-RU","5.45.121.7","198068","EE"
"2016-03-07 13:56:37","Distribution Site","Locky","shapes.com.pk","http://shapes.com.pk/system/logs/87tg7v645c.exe","offline","","50.87.248.127","46606","US"
"2016-03-07 13:56:33","Distribution Site","Locky","scs-smesi.ru","http://scs-smesi.ru/published/PD/87tg7v645c.exe","offline","REGRU-RU","82.146.58.226","29182","RU"
"2016-03-07 13:56:16","Distribution Site","Locky","ptunited.net","http://ptunited.net/system/logs/87tg7v645c.exe","offline","GODADDY.COM, LLC","203.124.116.1","26496","SG"
"2016-03-07 13:56:13","Distribution Site","Locky","lightsroom.ru","http://lightsroom.ru/system/logs/87tg7v645c.exe","offline","REGRU-RU","5.101.152.130","198610","RU"
"2016-03-07 13:56:10","Distribution Site","Locky","kievelectric.kiev.ua","http://kievelectric.kiev.ua/art/media/87tg7v645c.exe","offline","ua.gransy","176.114.0.200","56485","UA"
"2016-03-07 13:56:05","Distribution Site","Locky","kiddyshop.kiev.ua","http://kiddyshop.kiev.ua/image/data/87tg7v645c.exe","offline","ua.gransy","176.114.0.200","56485","UA"
"2016-03-07 13:55:59","Distribution Site","Locky","jldoptics.com","http://jldoptics.com/system/logs/87tg7v645c.exe","offline","GUANGDONG JINWANBANG TECHNOLOGY INVESTMENT CO. LTD.","182.237.2.138","133731","HK"
"2016-03-07 13:55:55","Distribution Site","Locky","fibrefamily.ru","http://fibrefamily.ru/system/logs/87tg7v645c.exe","offline","REGRU-RU","5.101.152.77","198610","RU"
"2016-03-07 13:55:52","Distribution Site","Locky","dsignshop.com.au","http://dsignshop.com.au/system/logs/87tg7v645c.exe","offline","GoDaddy.com, LLC","203.124.103.1","26496","SG"
"2016-03-07 13:55:48","Distribution Site","Locky","azshop24.com.vn","http://azshop24.com.vn/system/logs/87tg7v645c.exe","offline","","118.69.192.52","45899|18403","VN"
"2016-03-07 13:55:45","Distribution Site","Locky","alexkote.ru","http://alexkote.ru/wp-content/plugins/87tg7v645c.exe","offline","REGRU-RU","31.31.196.55","39134","RU"
"2016-03-07 13:55:07","Distribution Site","Locky","aqarhits.com","http://aqarhits.com/system/logs/87tg7v645c.exe","offline","WILD WEST DOMAINS, LLC","","32748",""
"2016-03-07 13:39:16","C2","TeslaCrypt","saludaonline.com","http://saludaonline.com/wstr.php","offline","GODADDY.COM, LLC","184.168.53.1","26496","US"
"2016-03-07 12:45:38","Payment Site","TeslaCrypt","w6bfg4hahn5bfnlsafgchkvg5fwsfvrt.hareuna.at","http://w6bfg4hahn5bfnlsafgchkvg5fwsfvrt.hareuna.at/","offline","","","36352|36352|36352|8100|8100|393398|63294|16276|16276|16276|16276|42831|42831|20473|36352|8175|8100|59550|59550|50673",""
"2016-03-07 12:45:14","Payment Site","TeslaCrypt","po4dbsjbneljhrlbvaueqrgveatv.bonmawp.at","http://po4dbsjbneljhrlbvaueqrgveatv.bonmawp.at/","offline","","","36352|36352|36352|8100|8100|393398|63294|16276|16276|16276|16276|42831|42831|20473|36352|8175|8100|59550|59550|50673",""
"2016-03-07 12:28:20","Payment Site","TeslaCrypt","u54bbnhf354fbkh254tbkhjbgy8258gnkwerg.tahaplap.com","http://u54bbnhf354fbkh254tbkhjbgy8258gnkwerg.tahaplap.com/","offline","BIZCN.COM, INC.","","55824|28165|53665|3254|7922",""
"2016-03-07 12:27:05","Distribution Site","TeslaCrypt","howareyouqq.com","http://howareyouqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|42910",""
"2016-03-07 12:27:02","Distribution Site","TeslaCrypt","howareyouqq.com","http://howareyouqq.com/69.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|42910",""
"2016-03-07 12:26:47","Distribution Site","TeslaCrypt","hellomisterbiznesqq.com","http://hellomisterbiznesqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","3633|15169|35916|57844|4538|16276|16276|42910",""
"2016-03-07 12:26:44","Distribution Site","TeslaCrypt","hellomisterbiznesqq.com","http://hellomisterbiznesqq.com/69.exe","offline","KEY-SYSTEMS GMBH","","3633|15169|35916|57844|4538|16276|16276|42910",""
"2016-03-07 11:38:27","C2","Locky","46.108.39.18","http://46.108.39.18/main.php","offline","","46.108.39.18","5541","RO"
"2016-03-07 11:38:27","C2","Locky","109.237.111.168","http://109.237.111.168/main.php","offline","","109.237.111.168","57494","RU"
"2016-03-07 09:27:40","C2","Locky","212.47.223.19","http://212.47.223.19/main.php","offline","","212.47.223.19","202759","EE"
"2016-03-07 09:22:44","Distribution Site","TeslaCrypt","hellomydearqq.com","http://hellomydearqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 09:22:32","Distribution Site","TeslaCrypt","hellomydearqq.com","http://hellomydearqq.com/69.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 09:22:14","Distribution Site","TeslaCrypt","blablaworldqq.com","http://blablaworldqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|4538|16276|16276|42910",""
"2016-03-07 09:21:38","C2","TeslaCrypt","tmfilms.net","http://tmfilms.net/wp-content/plugins/binary.php","offline","GODADDY.COM, LLC","50.62.122.1","26496","US"
"2016-03-07 06:34:42","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/23.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:34:38","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/94.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:34:36","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/93.jpg","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:34:32","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/87.jpg","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:34:30","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/85.jpg","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:34:27","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/80.jpg","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:34:24","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/70.jpg","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:34:21","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/59.jpg","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:34:19","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/45.jpg","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:34:16","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/34.jpg","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:34:13","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/26.jpg","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:34:10","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/25.jpg","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:34:07","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/93.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:34:04","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/87.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:34:01","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/85.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:33:58","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:33:55","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/70.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:33:52","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/59.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:33:49","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/45.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:33:45","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/34.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:33:42","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/26.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:33:39","Distribution Site","TeslaCrypt","mafianeedsyouqq.com","http://mafianeedsyouqq.com/25.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:32:31","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/23.exe","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:32:25","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/29.exe","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:32:22","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/93.jpg","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:32:19","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/87.jpg","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:32:16","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/85.jpg","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:32:11","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/80.jpg","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:32:08","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/70.jpg","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:32:05","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/59.jpg","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:32:02","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/45.jpg","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:31:58","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/34.jpg","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:31:56","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/26.jpg","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:31:52","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/93.exe","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:31:50","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/87.exe","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:31:47","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/85.exe","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:31:44","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/80.exe","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:31:42","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/70.exe","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:31:39","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/59.exe","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:31:35","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/45.exe","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:31:31","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/34.exe","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:30:27","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/26.exe","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:30:23","Distribution Site","TeslaCrypt","itsyourtimeqq.su","http://itsyourtimeqq.su/25.exe","offline","R01-REG-FID","","35916|16276",""
"2016-03-07 06:29:00","Distribution Site","TeslaCrypt","gutentagmeinliebeqq.com","http://gutentagmeinliebeqq.com/23.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","35916|16276",""
"2016-03-07 06:28:57","Distribution Site","TeslaCrypt","gutentagmeinliebeqq.com","http://gutentagmeinliebeqq.com/93.jpg","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","35916|16276",""
"2016-03-07 06:28:54","Distribution Site","TeslaCrypt","gutentagmeinliebeqq.com","http://gutentagmeinliebeqq.com/87.jpg","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","35916|16276",""
"2016-03-07 06:28:51","Distribution Site","TeslaCrypt","gutentagmeinliebeqq.com","http://gutentagmeinliebeqq.com/85.jpg","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","35916|16276",""
"2016-03-07 06:28:48","Distribution Site","TeslaCrypt","gutentagmeinliebeqq.com","http://gutentagmeinliebeqq.com/80.jpg","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","35916|16276",""
"2016-03-07 06:28:43","Distribution Site","TeslaCrypt","gutentagmeinliebeqq.com","http://gutentagmeinliebeqq.com/70.jpg","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","35916|16276",""
"2016-03-07 06:28:40","Distribution Site","TeslaCrypt","gutentagmeinliebeqq.com","http://gutentagmeinliebeqq.com/59.jpg","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","35916|16276",""
"2016-03-07 06:28:37","Distribution Site","TeslaCrypt","gutentagmeinliebeqq.com","http://gutentagmeinliebeqq.com/45.jpg","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","35916|16276",""
"2016-03-07 06:28:33","Distribution Site","TeslaCrypt","gutentagmeinliebeqq.com","http://gutentagmeinliebeqq.com/34.jpg","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","35916|16276",""
